"","x"
"1",25.3928246184016
"2",20.8227996910011
"3",7.10689110578404
"4",29.7306502068216
"5",17.1926097787841
"6",52.056085575051
"7",5.90724274345994
"8",24.580965639496
"9",33.3076044822412
"10",19.90294373125
"11",25.5785322316306
"12",26.6063393159156
"13",47.1665291695403
"14",51.7837306376558
"15",26.168689643716
"16",33.9252514145661
"17",26.9520992373786
"18",10.6638239308463
"19",35.0787819433667
"20",27.9462128157606
"21",45.6757959288098
"22",19.1449179876577
"23",17.0035037789392
"24",30.6735570177739
"25",8.74280716595683
"26",11.3961547373505
"27",23.9983895794079
"28",27.4336949956903
"29",32.5248775900952
"30",13.1922350749584
"31",35.8888931445555
"32",46.4757061616256
"33",1.44307135373141
"34",43.7454247276192
"35",29.9885274691867
"36",16.8853151637843
"37",37.3065295865913
"38",24.2822837655091
"39",27.7792331793185
"40",22.3074217983372
"41",16.3625915053831
"42",41.9542887990346
"43",14.5326650422097
"44",134.036232500145
"45",30.0774105174877
"46",9.14571217188305
"47",37.1201877338794
"48",85.2997653256929
"49",1.49382727099923
"50",25.4549994230214
"51",8.9306237288741
"52",29.3528780758467
"53",23.4249034094113
"54",23.9673866751209
"55",18.3082908988227
"56",11.9417398041024
"57",15.3849630105964
"58",18.036945712471
"59",20.940015212391
"60",29.5778302655679
"61",0.699664276355199
"62",4.60437071679495
"63",1.11087415553222
"64",31.1084250047734
"65",12.7956347596008
"66",1.38191141753457
"67",26.1750615490792
"68",25.2087077605578
"69",28.0582515690297
"70",21.0487892286015
"71",11.0996046655839
"72",11.9183959844343
"73",46.3721860923072
"74",9.85163564313662
"75",1.34036398330304
"76",1.97291947966801
"77",93.9142676303436
"78",61.1009698761666
"79",20.1074470741566
"80",23.9164238834802
"81",12.1166518422259
"82",28.6805221448958
"83",54.5346543502705
"84",65.5106937775777
"85",7.40696143669945
"86",26.080279639681
"87",17.9849366858854
"88",31.6854563985002
"89",33.8335364436636
"90",7.76102926441043
"91",49.2679203734097
"92",23.8680813794058
"93",23.5394117786231
"94",27.1284540775083
"95",17.0646222591761
"96",9.94272954793099
"97",8.66068985150245
"98",13.6741335573355
"99",24.0229613172604
"100",23.5100540982264
"101",8.53323376188253
"102",17.9302279570892
"103",7.89579496683237
"104",47.2460890402556
"105",19.478843489269
"106",72.6168931521785
"107",7.22760088601899
"108",26.0691939123511
"109",50.223721918508
"110",13.5072401088904
"111",2.65373306036789
"112",27.3747207804748
"113",4.2393400981642
"114",30.7401270409407
"115",110.402872775739
"116",30.4625653205372
"117",45.432752275569
"118",69.0302543288003
"119",10.3836609962614
"120",41.5666584058465
"121",39.1470251412865
"122",40.3050998394944
"123",42.401627649256
"124",16.5974602544301
"125",9.02429345585585
"126",54.8199380357351
"127",66.6899337593193
"128",54.4492329284803
"129",54.8390882124347
"130",22.924196794961
"131",67.5847341145437
"132",62.2665248546662
"133",3.48301994518252
"134",36.3034721218006
"135",3.52919531570761
"136",22.0286444121815
"137",26.3202281763213
"138",36.8925230424516
"139",1.35826251089369
"140",44.3622152446645
"141",8.94689914192997
"142",6.80853469165163
"143",56.220862929615
"144",30.9447918168653
"145",41.9668791195185
"146",17.9017143945028
"147",2.22960019884761
"148",5.93286833026407
"149",23.7403662925868
"150",28.7942592627931
"151",30.6123791460219
"152",9.82412644108371
"153",11.9695297336602
"154",46.7714120406125
"155",42.7695864423355
"156",51.7494664962828
"157",0.892652147325189
"158",34.8837120116292
"159",9.34992735396194
"160",25.3609572152573
"161",17.0689147333435
"162",70.7626222166314
"163",5.6832644540097
"164",0.5501797829722
"165",12.8849411262113
"166",30.2849164666786
"167",10.8600057388068
"168",10.807964880239
"169",1.939459156887
"170",29.8804779400493
"171",5.36235789344774
"172",15.1596118299675
"173",1.22967930308804
"174",40.5787523364125
"175",27.5456445183357
"176",41.0946997701198
"177",12.9616777480911
"178",31.2703437923263
"179",6.73578914592665
"180",21.0370761609515
"181",7.0557526805626
"182",15.0006659212048
"183",9.43751987323684
"184",31.4510253672832
"185",172.260101259894
"186",33.1169180380582
"187",51.433081154433
"188",54.4292586784263
"189",29.581099521504
"190",14.6028739120747
"191",14.4701127897428
"192",21.7643901888844
"193",4.21774904595299
"194",24.3998136848496
"195",9.67362872875066
"196",28.6216715678615
"197",29.3197344609891
"198",19.1638207739912
"199",19.2972050670121
"200",32.3869571548105
"201",16.463757124461
"202",37.9947229308496
"203",25.7859861910592
"204",40.0009684397801
"205",13.1797007215898
"206",6.4951174529381
"207",36.641237277657
"208",26.1475703945589
"209",15.2353908145919
"210",20.5907804062512
"211",21.4614683321612
"212",78.1498128004572
"213",16.1131739320475
"214",15.323587283883
"215",32.6696201732217
"216",34.2039781298991
"217",11.7137719780056
"218",26.1094109603685
"219",26.8301535024381
"220",13.7771248817757
"221",25.2262310241662
"222",39.5924723202479
"223",22.0018964445826
"224",25.2979039000808
"225",11.1529247334336
"226",26.9374040233122
"227",13.5835407442449
"228",15.0559273782882
"229",18.8699893835926
"230",25.1177427223211
"231",14.879759886218
"232",19.0189724241404
"233",32.5401528534899
"234",16.6828343126079
"235",7.22598829823648
"236",6.78148462145678
"237",15.6802968047163
"238",70.8390138334282
"239",17.0043080170823
"240",13.6310249603077
"241",6.34385382618865
"242",7.00195389688406
"243",4.64071243181885
"244",14.1404878144449
"245",2.1311597156305
"246",0.626319733870129
"247",25.5501378707218
"248",9.15200512012211
"249",24.4336823691672
"250",44.3301135602173
"251",27.3503131397252
"252",25.7383174215544
"253",1.07942668954406
"254",40.2908045727109
"255",36.9701691026314
"256",36.9183609581213
